CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
CPU 25,RAM 15,S 41,GPU 28,13,FHD+,Touch,Laptop,AUS,374664.78
CPU 20,RAM 15,S 23,GPU 14,DT,DT,DT,Desktop,AUS,261912.42
CPU 22,RAM 3,S 18,GPU 3,DT,DT,DT,Desktop,IND,620174.016
CPU 20,RAM 3,S 4,GPU 7,17,FHD,Non-Touch,Laptop,FRA,437399.214
CPU 25,RAM 15,S 23,GPU 4,23,FHD,Touch,Desktop,USA,312856.992
CPU 12,RAM 7,S 52,GPU 10,15,FHD,Touch,Laptop,FRA,280419.3
CPU 20,RAM 15,S 54,GPU 28,15,FHD,Non-Touch,Laptop,AUS,399955.395
CPU 20,RAM 7,S 43,GPU 3,DT,DT,DT,Desktop,IND,950230.4
CPU 20,RAM 7,S 52,GPU 19,17,FHD,Non-Touch,Laptop,GER,750604.932
CPU 25,RAM 7,S 23,GPU 28,DT,DT,DT,Desktop,AUS,171727.605
CPU 42,RAM 1,S 40,GPU 28,15,HD,Touch,Laptop,FRA,111406.4
CPU 20,RAM 16,S 54,GPU 28,17,FHD,Touch,Laptop,FRA,328437.144
CPU 25,RAM 15,S 41,GPU 28,DT,DT,DT,Laptop,GBR,294009.534
CPU 20,RAM 15,S 23,GPU 28,DT,DT,DT,Desktop,FRA,240972.165
CPU 25,RAM 15,S 23,GPU 28,27,FHD,Non-Touch,Desktop,CAN,359919.56
CPU 20,RAM 15,S 23,GPU 19,15,FHD,Touch,Laptop,BRA,354486.71748
CPU 13,RAM 7,S 52,GPU 7,17,FHD,Non-Touch,Laptop,IND,751978.836
CPU 12,RAM 15,S 41,GPU 10,15,FHD,Non-Touch,Laptop,IND,161017.136
CPU 20,RAM 3,S 70,GPU 35,15,FHD,Non-Touch,Laptop,GER,265399.68
CPU 20,RAM 15,S 16,GPU 7,DT,DT,DT,Desktop,IND,526282.596
CPU 25,RAM 15,S 23,GPU 9,DT,DT,DT,Desktop,FRA,249827.095
CPU 25,RAM 15,S 23,GPU 28,15,UHD,Touch,Laptop,FRA,231704.067
CPU 20,RAM 3,S 56,GPU 14,17,FHD,Touch,Laptop,IND,448503.132
CPU 25,RAM 7,S 5,GPU 17,15,FHD,Non-Touch,Laptop,CAN,532151.62
CPU 20,RAM 3,S 54,GPU 29,15,FHD,Touch,Laptop,FRA,528906
CPU 20,RAM 15,S 4,GPU 7,17,FHD,Non-Touch,Laptop,BRA,438272.6173
CPU 25,RAM 16,S 23,GPU 28,23,FHD,Non-Touch,Desktop,FRA,174717.088
CPU 20,RAM 15,S 54,GPU 28,14,FHD,Non-Touch,Laptop,AUS,347211.48
CPU 12,RAM 3,S 31,GPU 7,DT,DT,DT,Desktop,FRA,449817.06
CPU 22,RAM 3,S 54,GPU 17,17,FHD,Non-Touch,Laptop,FRA,462305.074
CPU 22,RAM 3,S 54,GPU 17,15,FHD,Non-Touch,Laptop,FRA,503367.039
CPU 20,RAM 15,S 23,GPU 35,15,FHD,Non-Touch,Laptop,USA,226808.42184
CPU 25,RAM 3,S 23,GPU 28,23,FHD,Touch,Desktop,FRA,210200.991
CPU 20,RAM 3,S 16,GPU 19,DT,DT,DT,Desktop,CAN,534583.14
CPU 25,RAM 8,S 23,GPU 28,17,FHD,Non-Touch,Laptop,FRA,202297.025
CPU 10,RAM 3,S 23,GPU 14,DT,DT,DT,Desktop,FRA,287941.969
CPU 20,RAM 3,S 41,GPU 19,15,QHD,Touch,Laptop,IND,885455.48
CPU 42,RAM 15,S 23,GPU 28,DT,DT,DT,Laptop,FRA,119277.018
CPU 25,RAM 15,S 54,GPU 28,DT,DT,DT,Desktop,FRA,224172.011
CPU 20,RAM 15,S 54,GPU 28,15,FHD,Touch,Laptop,AUS,389976.615
CPU 25,RAM 15,S 54,GPU 28,15,FHD,Non-Touch,Laptop,AUS,284441.115
CPU 20,RAM 3,S 41,GPU 14,15,FHD,Touch,Laptop,GER,726371.7272
CPU 6,RAM 3,S 54,GPU 5,15,UHD,Non-Touch,Laptop,IND,614060.79
CPU 20,RAM 3,S 4,GPU 5,17,FHD,Non-Touch,Laptop,FRA,349870.5
CPU 25,RAM 3,S 56,GPU 28,DT,DT,DT,Desktop,IND,260502.66578
CPU 22,RAM 7,S 54,GPU 3,17,FHD,Non-Touch,Laptop,FRA,835376.906
CPU 20,RAM 7,S 28,GPU 7,15,FHD,Non-Touch,Laptop,FRA,606761.4
CPU 20,RAM 3,S 16,GPU 28,15,FHD,Non-Touch,Desktop,AUS,400980.405
CPU 20,RAM 3,S 41,GPU 26,17,FHD,Non-Touch,Laptop,BRA,850727.9851
CPU 20,RAM 7,S 44,GPU 11,DT,DT,DT,Desktop,IND,1088139.36
CPU 25,RAM 3,S 54,GPU 14,15,FHD,Non-Touch,Laptop,IND,800892.904
CPU 25,RAM 3,S 54,GPU 28,15,FHD,Non-Touch,Laptop,IND,728723.632
CPU 14,RAM 15,S 23,GPU 28,15,HD,Non-Touch,Laptop,FRA,108433.5
CPU 20,RAM 3,S 41,GPU 10,15,FHD,Non-Touch,Laptop,IND,510763.708
CPU 20,RAM 7,S 52,GPU 14,15,FHD,Non-Touch,Laptop,FRA,398846.7
CPU 20,RAM 15,S 41,GPU 28,17,FHD,Non-Touch,Laptop,BRA,356494.77325
CPU 20,RAM 3,S 4,GPU 5,15,FHD,Non-Touch,Laptop,USA,455160.384
CPU 22,RAM 15,S 54,GPU 12,DT,DT,DT,Desktop,FRA,402399.9
CPU 20,RAM 1,S 23,GPU 7,DT,DT,DT,Desktop,FRA,280346.85
CPU 22,RAM 1,S 23,GPU 17,DT,DT,DT,Desktop,FRA,367727.857
CPU 19,RAM 7,S 24,GPU 31,DT,DT,DT,Desktop,FRA,1337934.822
CPU 20,RAM 3,S 16,GPU 14,15,FHD,Non-Touch,Laptop,IND,521163.874
CPU 20,RAM 7,S 23,GPU 14,15,UHD,Touch,Laptop,IND,927924.27
CPU 20,RAM 13,S 41,GPU 28,15,FHD,Non-Touch,Laptop,CAN,350755.86
CPU 22,RAM 1,S 56,GPU 18,15,FHD,Non-Touch,Laptop,FRA,547078
CPU 15,RAM 13,S 23,GPU 28,DT,DT,DT,Desktop,USA,104322.456
CPU 22,RAM 15,S 41,GPU 26,DT,DT,DT,Desktop,FRA,602500.752
CPU 42,RAM 13,S 40,GPU 28,15,HD,Non-Touch,Laptop,CAN,167747.58
CPU 10,RAM 15,S 23,GPU 17,DT,DT,DT,Desktop,FRA,365480.794
CPU 25,RAM 15,S 54,GPU 28,15,UHD,Non-Touch,Laptop,FRA,258156.773
CPU 13,RAM 3,S 16,GPU 7,DT,DT,DT,Desktop,FRA,484046.773
CPU 42,RAM 13,S 23,GPU 28,14,HD,Non-Touch,Desktop,CHN,150752.07
CPU 25,RAM 15,S 41,GPU 28,14,FHD+,Non-Touch,Laptop,AUS,234311.175
CPU 10,RAM 3,S 23,GPU 19,15,FHD,Non-Touch,Laptop,FRA,332286.71
CPU 5,RAM 15,S 40,GPU 28,13,QHD+,Touch,Laptop,FRA,280727.664
CPU 20,RAM 15,S 54,GPU 28,15,UHD,Non-Touch,Laptop,BRA,566433.4984
CPU 20,RAM 3,S 16,GPU 4,17,FHD,Non-Touch,Laptop,USA,328740.18408
CPU 25,RAM 15,S 4,GPU 32,15,FHD,Non-Touch,Laptop,FRA,273066.71
CPU 1,RAM 3,S 10,GPU 32,15,QHD+,Non-Touch,Laptop,IND,2573527.726
CPU 20,RAM 3,S 53,GPU 7,DT,DT,DT,Desktop,CAN,603863.0598
CPU 25,RAM 16,S 4,GPU 14,15,FHD,Non-Touch,Laptop,FRA,307268.696
CPU 20,RAM 15,S 53,GPU 28,15,FHD,Non-Touch,Laptop,BRA,322731.0695
CPU 25,RAM 3,S 70,GPU 32,DT,DT,DT,Desktop,IND,354950.372
CPU 22,RAM 1,S 23,GPU 18,17,FHD,Non-Touch,Laptop,FRA,671996.64
CPU 25,RAM 15,S 23,GPU 28,15,FHD,Non-Touch,Laptop,GBR,371868
CPU 20,RAM 3,S 56,GPU 18,17,FHD,Touch,Laptop,IND,670812.772
CPU 25,RAM 15,S 23,GPU 19,DT,DT,DT,Desktop,AUS,334112.625
CPU 10,RAM 3,S 41,GPU 17,DT,DT,DT,Desktop,FRA,475128.654
CPU 1,RAM 7,S 23,GPU 28,15,FHD,Non-Touch,Laptop,CHN,1910563.2
CPU 20,RAM 3,S 70,GPU 10,15,UHD,Touch,Laptop,IND,1313437.468
CPU 25,RAM 7,S 40,GPU 28,12,QHD+,Touch,Laptop,FRA,307454.301
CPU 20,RAM 7,S 23,GPU 26,15,FHD,Non-Touch,Laptop,FRA,836916.584
CPU 6,RAM 3,S 54,GPU 19,DT,DT,DT,Desktop,BRA,478077.4117
CPU 35,RAM 15,S 40,GPU 10,13,FHD,Touch,Laptop,FRA,213881.605
CPU 20,RAM 3,S 56,GPU 3,15,FHD,Non-Touch,Laptop,AUS,993963.285
CPU 19,RAM 7,S 70,GPU 31,DT,DT,DT,Desktop,AUS,3404889.18
CPU 11,RAM 15,S 54,GPU 28,12,FHD+,Touch,Laptop,AUS,256673.655
CPU 20,RAM 3,S 40,GPU 18,17,FHD,Non-Touch,Laptop,CHN,1039348.8
CPU 5,RAM 15,S 23,GPU 28,15,HD+,Non-Touch,Laptop,GER,243028.24
CPU 20,RAM 15,S 54,GPU 5,15,FHD,Non-Touch,Laptop,AUS,399620.76
CPU 20,RAM 13,S 4,GPU 28,13,UHD,Touch,Laptop,FRA,371607.6
CPU 20,RAM 3,S 45,GPU 19,17,FHD,Non-Touch,Laptop,AUS,1140124.3182
CPU 25,RAM 15,S 23,GPU 28,13,HD+,Non-Touch,Laptop,GER,189522.592
CPU 22,RAM 7,S 54,GPU 28,15,QHD+,Non-Touch,Laptop,IND,1430093.448
CPU 20,RAM 15,S 56,GPU 14,15,FHD,Non-Touch,Desktop,GER,396106.592
CPU 20,RAM 3,S 5,GPU 18,15,FHD,Non-Touch,Laptop,FRA,558876.507
CPU 6,RAM 15,S 23,GPU 29,15,HD,Non-Touch,Laptop,CHN,213708.726
CPU 14,RAM 15,S 23,GPU 28,15,FHD,Non-Touch,Laptop,CAN,172100.11
CPU 20,RAM 7,S 56,GPU 7,15,FHD,Non-Touch,Laptop,FRA,629906.9
CPU 20,RAM 15,S 46,GPU 28,14,FHD,Non-Touch,Laptop,AUS,332681.685
CPU 22,RAM 7,S 23,GPU 3,15,FHD,Non-Touch,Laptop,CAN,1421325.36
CPU 25,RAM 3,S 41,GPU 28,13,QHD+,Touch,Laptop,AUS,679326.48
CPU 20,RAM 3,S 56,GPU 18,15,FHD,Non-Touch,Desktop,IND,703090.374
CPU 22,RAM 15,S 43,GPU 26,DT,DT,DT,Desktop,FRA,663260.472
CPU 25,RAM 15,S 4,GPU 14,DT,DT,DT,Desktop,IND,419553.484
CPU 20,RAM 15,S 28,GPU 4,15,FHD,Non-Touch,Laptop,GER,380797.816
CPU 20,RAM 3,S 4,GPU 14,DT,DT,DT,Laptop,FRA,395776.402
CPU 20,RAM 7,S 52,GPU 3,15,FHD,Non-Touch,Laptop,AUS,1565076.03
CPU 20,RAM 15,S 56,GPU 4,17,FHD,Non-Touch,Laptop,IND,422489.088
CPU 25,RAM 15,S 39,GPU 28,14,HD+,Touch,Laptop,AUS,308771.82
CPU 20,RAM 3,S 56,GPU 17,17,FHD,Non-Touch,Laptop,AUS,922790.715
CPU 22,RAM 15,S 41,GPU 18,17,FHD,Non-Touch,Laptop,IND,977971.61
CPU 20,RAM 15,S 4,GPU 19,17,FHD,Non-Touch,Laptop,IND,552581.61
CPU 20,RAM 3,S 56,GPU 5,27,FHD,Touch,Desktop,USA,660333.744
CPU 10,RAM 15,S 23,GPU 19,DT,DT,DT,Desktop,FRA,414571.395
CPU 7,RAM 15,S 23,GPU 28,14,FHD,Non-Touch,Laptop,AUS,201965.4
CPU 6,RAM 13,S 39,GPU 28,14,FHD,Non-Touch,Laptop,AUS,259505.925
CPU 7,RAM 13,S 40,GPU 28,14,FHD,Non-Touch,Laptop,AUS,152531.505
CPU 10,RAM 15,S 13,GPU 18,DT,DT,DT,Desktop,FRA,412562.381
CPU 44,RAM 15,S 4,GPU 28,15,HD+,Non-Touch,Laptop,AUS,182203.77
CPU 20,RAM 15,S 59,GPU 28,15,FHD,Non-Touch,Laptop,GBR,511160.496
CPU 20,RAM 13,S 53,GPU 28,15,HD+,Non-Touch,Laptop,FRA,167440
CPU 22,RAM 3,S 54,GPU 18,DT,DT,DT,Desktop,FRA,504248.346
CPU 44,RAM 13,S 67,GPU 28,11,HD+,Non-Touch,Laptop,FRA,73776.311
CPU 20,RAM 3,S 46,GPU 7,15,FHD,Non-Touch,Laptop,CHN,1274263.2
CPU 20,RAM 3,S 70,GPU 32,15,QHD+,Non-Touch,Laptop,IND,1737469.524
CPU 20,RAM 15,S 46,GPU 28,13,QHD+,Non-Touch,Laptop,CAN,422808.75
CPU 5,RAM 15,S 39,GPU 28,14,FHD,Non-Touch,Laptop,CHN,456607.242
CPU 22,RAM 8,S 23,GPU 30,DT,DT,DT,Desktop,GBR,421718.661
CPU 20,RAM 7,S 56,GPU 26,17,FHD,Non-Touch,Laptop,AUS,1001644.35
CPU 35,RAM 16,S 23,GPU 10,15,FHD,Touch,Laptop,FRA,269768.8
CPU 25,RAM 3,S 4,GPU 18,15,FHD,Non-Touch,Laptop,IND,714098.476
CPU 20,RAM 11,S 54,GPU 28,13,UHD,Touch,Laptop,FRA,381272.262
CPU 1,RAM 3,S 56,GPU 7,15,UHD,Non-Touch,Laptop,FRA,930996.276
CPU 25,RAM 15,S 4,GPU 19,DT,DT,DT,0,CAN,489090.42
CPU 20,RAM 3,S 54,GPU 7,15,UHD,Non-Touch,Laptop,CAN,1096265.2974
CPU 20,RAM 3,S 54,GPU 5,13,QHD+,Touch,Laptop,USA,1031749.488
CPU 6,RAM 3,S 4,GPU 5,15,FHD,Non-Touch,Laptop,FRA,342712.384
CPU 20,RAM 7,S 70,GPU 28,17,FHD,Touch,Laptop,FRA,700216.3
CPU 22,RAM 1,S 70,GPU 18,DT,DT,DT,Desktop,AUS,1430567.775
CPU 12,RAM 3,S 49,GPU 17,15,FHD,Non-Touch,Laptop,AUS,574292.565
CPU 25,RAM 15,S 56,GPU 5,17,FHD,Non-Touch,Desktop,IND,488884.62
CPU 12,RAM 16,S 23,GPU 33,DT,DT,DT,Desktop,FRA,333728.164
CPU 22,RAM 3,S 23,GPU 26,17,FHD,Non-Touch,Laptop,AUS,1682788.065
CPU 20,RAM 3,S 53,GPU 28,15,FHD,Touch,Laptop,FRA,411197.157
CPU 15,RAM 13,S 73,GPU 28,14,HD+,Non-Touch,Laptop,CAN,99780.59
CPU 25,RAM 15,S 40,GPU 5,17,FHD,Non-Touch,Laptop,BRA,443014.85305
CPU 20,RAM 3,S 49,GPU 31,DT,DT,DT,Desktop,AUS,1226468.145
CPU 10,RAM 3,S 13,GPU 19,DT,DT,DT,Desktop,FRA,461156.157
CPU 25,RAM 15,S 41,GPU 5,15,UHD,Non-Touch,Laptop,BRA,460754.75565
CPU 6,RAM 15,S 41,GPU 28,DT,DT,DT,Laptop,AUS,376044.48
CPU 22,RAM 1,S 54,GPU 18,DT,DT,DT,Desktop,FRA,506729.587
CPU 25,RAM 13,S 23,GPU 35,14,HD+,Non-Touch,Laptop,GER,249688.908
CPU 20,RAM 7,S 23,GPU 5,17,FHD,Non-Touch,Laptop,FRA,509596.08
CPU 25,RAM 3,S 41,GPU 28,13,UHD,Non-Touch,Laptop,IND,813885.058
CPU 20,RAM 7,S 23,GPU 28,13,FHD,Non-Touch,Laptop,IND,1224278.202
CPU 25,RAM 15,S 40,GPU 19,15,FHD,Non-Touch,Laptop,BRA,473322.1668
CPU 22,RAM 15,S 54,GPU 17,DT,DT,DT,Desktop,FRA,563401.601
CPU 20,RAM 15,S 4,GPU 28,15,FHD,Non-Touch,Laptop,AUS,407834.385
CPU 1,RAM 3,S 23,GPU 28,15,UHD,Non-Touch,Laptop,FRA,1276271.073
CPU 20,RAM 13,S 4,GPU 28,15,FHD,Touch,Laptop,FRA,352408
CPU 20,RAM 3,S 41,GPU 3,15,FHD,Non-Touch,Laptop,FRA,1107396.045
CPU 8,RAM 15,S 40,GPU 28,13,FHD+,Touch,Laptop,FRA,374003.7
CPU 20,RAM 3,S 75,GPU 19,DT,DT,DT,Desktop,FRA,454821.045
CPU 22,RAM 3,S 13,GPU 18,DT,DT,DT,Desktop,FRA,519606.003
CPU 20,RAM 3,S 23,GPU 5,15,FHD,Non-Touch,Laptop,CHN,1000188
CPU 10,RAM 15,S 54,GPU 5,15,FHD,Non-Touch,Laptop,IND,471174.354
CPU 20,RAM 16,S 23,GPU 28,17,FHD,Touch,Laptop,FRA,397596.024
CPU 6,RAM 15,S 40,GPU 28,13,QHD+,Touch,Laptop,USA,458554.824
CPU 25,RAM 15,S 41,GPU 14,DT,DT,DT,Desktop,FRA,393700.503
CPU 25,RAM 15,S 56,GPU 28,15,FHD,Touch,Laptop,IND,469637.168
CPU 20,RAM 8,S 56,GPU 14,15,FHD,Non-Touch,Laptop,FRA,439270.3
CPU 20,RAM 7,S 24,GPU 9,DT,DT,DT,Desktop,FRA,512059.968
CPU 7,RAM 15,S 4,GPU 28,14,FHD,Non-Touch,Laptop,AUS,216911.73
CPU 20,RAM 7,S 54,GPU 18,15,FHD,Non-Touch,Laptop,IND,812960.764
CPU 6,RAM 2,S 23,GPU 28,27,UHD,Touch,Desktop,IND,811150.172
CPU 25,RAM 15,S 23,GPU 17,17,FHD,Non-Touch,Laptop,IND,766048.92
CPU 22,RAM 3,S 70,GPU 32,15,QHD+,Non-Touch,Laptop,IND,2073907.584
CPU 2,RAM 15,S 4,GPU 28,23,FHD,Non-Touch,Desktop,CAN,367023.93
CPU 20,RAM 3,S 56,GPU 19,17,FHD,Non-Touch,Laptop,CAN,783140.6128
CPU 20,RAM 3,S 39,GPU 28,13,UHD,Non-Touch,Laptop,CHN,1054053
CPU 20,RAM 15,S 41,GPU 4,13,FHD,Non-Touch,Laptop,IND,411652.68662
CPU 20,RAM 15,S 25,GPU 28,13,FHD,Non-Touch,Laptop,AUS,397836.285
CPU 25,RAM 15,S 40,GPU 19,17,FHD,Non-Touch,Laptop,BRA,466247.0967
CPU 20,RAM 7,S 46,GPU 3,15,FHD,Non-Touch,Laptop,CHN,2077992
CPU 20,RAM 3,S 46,GPU 5,17,FHD,Non-Touch,Laptop,CHN,1015005.6
CPU 25,RAM 3,S 40,GPU 28,13,QHD+,Non-Touch,Laptop,IND,740269.46
CPU 19,RAM 12,S 44,GPU 11,DT,DT,DT,Desktop,FRA,1418650.87
CPU 26,RAM 11,S 39,GPU 28,14,HD+,Non-Touch,Laptop,AUS,149373.735
CPU 1,RAM 3,S 41,GPU 7,17,FHD,Non-Touch,Laptop,BRA,1180338.30075
CPU 12,RAM 15,S 31,GPU 17,DT,DT,DT,Desktop,FRA,478970.835
CPU 10,RAM 15,S 31,GPU 17,DT,DT,DT,Desktop,FRA,501419.856
CPU 25,RAM 11,S 70,GPU 4,15,FHD,Non-Touch,Laptop,GER,271135.669
CPU 22,RAM 3,S 23,GPU 3,DT,DT,DT,Desktop,FRA,1021141.849
CPU 25,RAM 3,S 54,GPU 28,17,FHD,Non-Touch,Laptop,IND,543993.688
CPU 1,RAM 7,S 54,GPU 28,15,QHD+,Non-Touch,Laptop,GBR,1636618.2
CPU 25,RAM 15,S 23,GPU 28,17,FHD,Touch,Laptop,FRA,380515.772
CPU 9,RAM 3,S 70,GPU 28,DT,DT,DT,Desktop,FRA,302395.8
CPU 25,RAM 15,S 52,GPU 5,17,FHD,Non-Touch,Laptop,FRA,576354.793
CPU 20,RAM 15,S 23,GPU 28,12,QHD+,Touch,Laptop,USA,1056461.616
CPU 13,RAM 3,S 4,GPU 25,15,UHD,Non-Touch,Laptop,GER,1065396.808
CPU 21,RAM 15,S 54,GPU 28,13,FHD+,Touch,Laptop,FRA,468155.744
CPU 20,RAM 3,S 52,GPU 18,DT,DT,DT,Desktop,IND,814001.524
CPU 25,RAM 3,S 3,GPU 19,DT,DT,DT,Desktop,FRA,510715.744
CPU 25,RAM 15,S 23,GPU 28,14,HD,Non-Touch,Laptop,CHN,250651.422
CPU 35,RAM 15,S 23,GPU 32,15,FHD,Non-Touch,Desktop,GER,296390.71
CPU 20,RAM 1,S 54,GPU 19,15,FHD,Non-Touch,Laptop,GER,886341.4
CPU 25,RAM 15,S 52,GPU 5,15,FHD,Non-Touch,Laptop,FRA,449647.758
CPU 22,RAM 3,S 54,GPU 26,17,FHD,Non-Touch,Laptop,AUS,962260.845
CPU 22,RAM 3,S 52,GPU 3,15,FHD,Non-Touch,Laptop,AUS,1294922.58
CPU 25,RAM 15,S 20,GPU 19,DT,DT,DT,Desktop,IND,602131.698
CPU 20,RAM 3,S 4,GPU 5,23,FHD,Touch,Desktop,USA,620617.536
CPU 12,RAM 3,S 56,GPU 21,DT,DT,DT,Desktop,FRA,564195.66
CPU 25,RAM 15,S 56,GPU 14,17,FHD,Non-Touch,Desktop,IND,576228.338
CPU 1,RAM 3,S 56,GPU 19,15,FHD,Non-Touch,Laptop,FRA,689915.688
CPU 25,RAM 15,S 54,GPU 28,15,UHD,Touch,Laptop,FRA,367110.681
CPU 6,RAM 15,S 70,GPU 9,27,UHD+,Non-Touch,Desktop,GER,1324810.746
CPU 12,RAM 3,S 56,GPU 9,27,UHD,Non-Touch,Desktop,FRA,646221.66
CPU 6,RAM 15,S 4,GPU 19,DT,DT,DT,Desktop,CAN,450626.3671
CPU 35,RAM 15,S 56,GPU 5,15,FHD,Non-Touch,Desktop,GER,413437.5
CPU 40,RAM 13,S 73,GPU 28,14,FHD,Non-Touch,Laptop,BRA,190726.15625
CPU 10,RAM 15,S 54,GPU 5,17,FHD,Non-Touch,Laptop,IND,511607.88
CPU 20,RAM 3,S 54,GPU 5,15,UHD,Touch,Laptop,IND,985928.468
CPU 9,RAM 3,S 75,GPU 19,DT,DT,DT,Desktop,FRA,406359.583
CPU 25,RAM 3,S 23,GPU 5,17,FHD,Non-Touch,Laptop,FRA,503533.583
CPU 10,RAM 1,S 54,GPU 17,DT,DT,DT,Desktop,AUS,393054.48
CPU 13,RAM 15,S 41,GPU 28,14,HD+,Non-Touch,Laptop,CHN,474688.872
CPU 1,RAM 7,S 70,GPU 28,15,QHD+,Non-Touch,Laptop,GBR,2301001.346
CPU 25,RAM 15,S 5,GPU 17,17,FHD,Non-Touch,Laptop,CAN,837304.65
CPU 20,RAM 3,S 41,GPU 19,DT,DT,DT,Desktop,IND,734945.064
CPU 20,RAM 15,S 28,GPU 28,14,FHD,Non-Touch,Laptop,AUS,419985.825
CPU 22,RAM 3,S 70,GPU 14,15,FHD,Non-Touch,Laptop,AUS,535013.115
CPU 25,RAM 3,S 28,GPU 14,15,FHD,Non-Touch,Laptop,AUS,467585.055
CPU 6,RAM 15,S 54,GPU 5,17,FHD,Non-Touch,Laptop,IND,528936.534
CPU 2,RAM 15,S 29,GPU 14,DT,DT,DT,Desktop,FRA,327889.569
CPU 20,RAM 16,S 23,GPU 5,17,FHD,Non-Touch,Laptop,FRA,431160.555
CPU 22,RAM 3,S 1,GPU 26,13,FHD,Non-Touch,Laptop,GER,1377621.378
CPU 25,RAM 13,S 41,GPU 28,14,HD+,Touch,Laptop,AUS,317252.985
CPU 25,RAM 15,S 54,GPU 18,DT,DT,DT,Desktop,FRA,697829.041
CPU 20,RAM 3,S 56,GPU 3,15,UHD,Non-Touch,Laptop,BRA,1173794.30917
CPU 42,RAM 15,S 40,GPU 28,14,FHD,Touch,Laptop,CAN,466642.1669
CPU 10,RAM 15,S 41,GPU 12,DT,DT,DT,Desktop,FRA,394018.471
CPU 26,RAM 13,S 39,GPU 28,14,HD+,Non-Touch,Laptop,AUS,149850.855
CPU 6,RAM 13,S 23,GPU 28,15,FHD,Non-Touch,Laptop,CAN,234034.4461
CPU 12,RAM 15,S 40,GPU 10,15,FHD,Touch,Laptop,FRA,361755.478
CPU 1,RAM 3,S 56,GPU 7,17,FHD,Non-Touch,Laptop,CAN,1241558.5
CPU 44,RAM 13,S 67,GPU 28,11,HD+,Touch,Laptop,GBR,209444.277
CPU 20,RAM 7,S 56,GPU 19,17,FHD,Non-Touch,Laptop,FRA,658563.696
CPU 20,RAM 3,S 23,GPU 28,17,UHD,Non-Touch,Laptop,FRA,613795
CPU 22,RAM 3,S 55,GPU 17,DT,DT,DT,Desktop,GBR,771685.684
CPU 20,RAM 3,S 54,GPU 12,15,FHD,Non-Touch,Laptop,GBR,861357.343
CPU 20,RAM 15,S 16,GPU 28,23,FHD,Non-Touch,Desktop,CAN,651058.59
CPU 20,RAM 16,S 23,GPU 28,15,FHD,Non-Touch,Laptop,CHN,334698.76692
CPU 25,RAM 15,S 54,GPU 28,12,FHD+,Touch,Laptop,AUS,377616.33
CPU 44,RAM 13,S 73,GPU 28,11,HD+,Non-Touch,Laptop,GBR,130386.018
CPU 22,RAM 15,S 23,GPU 26,DT,DT,DT,Desktop,FRA,825295.415
CPU 25,RAM 15,S 54,GPU 28,14,FHD,Non-Touch,Laptop,AUS,373583.805
CPU 25,RAM 16,S 23,GPU 28,DT,DT,DT,Desktop,FRA,302570.345
CPU 20,RAM 3,S 53,GPU 14,15,FHD,Non-Touch,Laptop,FRA,436445.1
CPU 10,RAM 15,S 23,GPU 3,DT,DT,DT,Desktop,FRA,710239.873
CPU 25,RAM 15,S 5,GPU 19,DT,DT,DT,Desktop,CAN,409639.5758
CPU 20,RAM 3,S 53,GPU 5,15,FHD,Non-Touch,Laptop,FRA,456871.338
CPU 20,RAM 3,S 41,GPU 7,DT,DT,DT,Desktop,IND,865603.396
CPU 20,RAM 15,S 70,GPU 33,27,QHD,Non-Touch,Desktop,CAN,783725.67
CPU 6,RAM 15,S 40,GPU 28,13,FHD+,Touch,Laptop,AUS,556577.28
CPU 20,RAM 3,S 23,GPU 5,23,FHD,Touch,Desktop,IND,767301.136
CPU 20,RAM 7,S 60,GPU 2,DT,DT,DT,Desktop,FRA,1128019.2
CPU 20,RAM 7,S 52,GPU 26,17,UHD,Non-Touch,Laptop,BRA,1891451.4395
CPU 6,RAM 15,S 70,GPU 28,DT,DT,DT,Desktop,FRA,243332.775
CPU 20,RAM 7,S 64,GPU 19,17,FHD,Non-Touch,Laptop,FRA,793323.3
CPU 20,RAM 7,S 16,GPU 19,DT,DT,DT,Desktop,FRA,755522.775
CPU 10,RAM 15,S 4,GPU 18,DT,DT,DT,Desktop,CAN,735394.66
CPU 44,RAM 15,S 23,GPU 28,15,FHD,Non-Touch,Laptop,IND,210685.342
CPU 25,RAM 15,S 55,GPU 26,DT,DT,DT,Desktop,FRA,851594.282
CPU 1,RAM 3,S 54,GPU 14,15,UHD,Touch,Laptop,IND,1453365.998
CPU 25,RAM 7,S 23,GPU 5,DT,DT,DT,Desktop,FRA,500530.233
CPU 22,RAM 3,S 41,GPU 32,15,QHD+,Non-Touch,Laptop,IND,1637132.826
CPU 6,RAM 15,S 52,GPU 19,DT,DT,DT,Desktop,IND,449442.294
CPU 2,RAM 13,S 23,GPU 10,15,HD+,Touch,Laptop,AUS,295695.3951
CPU 44,RAM 3,S 23,GPU 28,15,HD+,Non-Touch,Laptop,GBR,154109.494
CPU 20,RAM 15,S 54,GPU 18,17,FHD,Non-Touch,Laptop,BRA,944872.9528
CPU 44,RAM 15,S 39,GPU 28,14,FHD,Non-Touch,Laptop,AUS,200730.285
CPU 25,RAM 15,S 23,GPU 28,15,HD+,Touch,Laptop,FRA,281373.19
CPU 25,RAM 15,S 8,GPU 28,13,QHD+,Non-Touch,Laptop,AUS,616432.74
